pt_name,pt_code,soc_name,soc_code
intermittent claudication,10022562.0,Vascular disorders,10047065.0
internal haemorrhage,10075192.0,Vascular disorders,10047065.0
international normalised ratio abnormal,10022592.0,Investigations,10022891.0
international normalised ratio decreased,10022594.0,Investigations,10022891.0
international normalised ratio increased,10022595.0,Investigations,10022891.0
interstitial lung disease,10022611.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
intervertebral disc compression,10055039.0,Musculoskeletal and connective tissue disorders,10028395.0
intervertebral disc degeneration,10061246.0,Musculoskeletal and connective tissue disorders,10028395.0
intervertebral disc disorder,10061521.0,Musculoskeletal and connective tissue disorders,10028395.0
intervertebral disc displacement,10022636.0,Musculoskeletal and connective tissue disorders,10028395.0
intervertebral disc protrusion,10050296.0,Musculoskeletal and connective tissue disorders,10028395.0
intervertebral disc space narrowing,10055041.0,Musculoskeletal and connective tissue disorders,10028395.0
intestinal dilatation,10022642.0,Gastrointestinal disorders,10017947.0
intestinal haemorrhage,10059175.0,Gastrointestinal disorders,10017947.0
intestinal infarction,10022657.0,Gastrointestinal disorders,10017947.0
intestinal ischaemia,10022680.0,Gastrointestinal disorders,10017947.0
intestinal metastasis,10080311.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
intestinal obstruction,10022687.0,Gastrointestinal disorders,10017947.0
intestinal perforation,10022694.0,Gastrointestinal disorders,10017947.0
intestinal polyp,10048616.0,Gastrointestinal disorders,10017947.0
intra-abdominal fluid collection,10078659.0,Gastrointestinal disorders,10017947.0
intra-abdominal haemorrhage,10061249.0,Gastrointestinal disorders,10017947.0
intracardiac thrombus,10048620.0,Cardiac disorders,10007541.0
intracranial aneurysm,10022758.0,Nervous system disorders,10029205.0
intracranial mass,10077667.0,Nervous system disorders,10029205.0
intracranial pressure increased,10022773.0,Nervous system disorders,10029205.0
intracranial tumour haemorrhage,10022775.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
intraductal papillary mucinous neoplasm,10070999.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
intraductal proliferative breast lesion,10073094.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
intraocular pressure test abnormal,10060951.0,Investigations,10022891.0
intrusive thoughts,10077275.0,Psychiatric disorders,10037175.0
invasive breast carcinoma,10075713.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
invasive ductal breast carcinoma,10073095.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
invasive lobular breast carcinoma,10073096.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
investigation abnormal,10061253.0,Investigations,10022891.0
iodine allergy,10052098.0,Immune system disorders,10021428.0
iron deficiency,10022970.0,Metabolism and nutrition disorders,10027433.0
irregular breathing,10076213.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
irritability,10022998.0,Psychiatric disorders,10037175.0
irritable bowel syndrome,10023003.0,Gastrointestinal disorders,10017947.0
ischaemia,10061255.0,Vascular disorders,10047065.0
ischaemic cardiomyopathy,10048858.0,Cardiac disorders,10007541.0
ischaemic stroke,10061256.0,Nervous system disorders,10029205.0
itching scar,10050818.0,Skin and subcutaneous tissue disorders,10040785.0
jaundice,10023126.0,Hepatobiliary disorders,10019805.0
jaundice cholestatic,10023129.0,Hepatobiliary disorders,10019805.0
jaw disorder,10061257.0,Musculoskeletal and connective tissue disorders,10028395.0
jaw fracture,10023149.0,"Injury, poisoning and procedural complications",10022117.0
joint dislocation,10023204.0,"Injury, poisoning and procedural complications",10022117.0
joint injury,10060820.0,"Injury, poisoning and procedural complications",10022117.0
joint instability,10064931.0,Musculoskeletal and connective tissue disorders,10028395.0
joint lock,10061258.0,Musculoskeletal and connective tissue disorders,10028395.0
joint neoplasm,10078144.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
joint noise,10074329.0,Musculoskeletal and connective tissue disorders,10028395.0
joint range of motion decreased,10048706.0,Musculoskeletal and connective tissue disorders,10028395.0
joint stiffness,10023230.0,Musculoskeletal and connective tissue disorders,10028395.0
joint swelling,10023232.0,Musculoskeletal and connective tissue disorders,10028395.0
keratitis,10023332.0,Eye disorders,10015919.0
ketoacidosis,10023379.0,Metabolism and nutrition disorders,10027433.0
kidney enlargement,10048469.0,Renal and urinary disorders,10038359.0
kidney infection,10023424.0,Infections and infestations,10021881.0
klebsiella infection,10061259.0,Infections and infestations,10021881.0
klebsiella test positive,10070091.0,Investigations,10022891.0
kniest dysplasia,10081685.0,"Congenital, familial and genetic disorders",10010331.0
kyphosis,10023509.0,Musculoskeletal and connective tissue disorders,10028395.0
labelled drug-food interaction issue,10084722.0,"Injury, poisoning and procedural complications",10022117.0
labelled drug-food interaction medication error,10064374.0,"Injury, poisoning and procedural complications",10022117.0
laboratory test abnormal,10023547.0,Investigations,10022891.0
labyrinthitis,10023567.0,Infections and infestations,10021881.0
lacrimal gland enlargement,10023632.0,Eye disorders,10015919.0
lacrimation increased,10023644.0,Eye disorders,10015919.0
lactic acidosis,10023676.0,Metabolism and nutrition disorders,10027433.0
lactose intolerance,10023681.0,Metabolism and nutrition disorders,10027433.0
lacunar infarction,10051078.0,Nervous system disorders,10029205.0
language disorder,10074869.0,Nervous system disorders,10029205.0
large intestinal obstruction,10062062.0,Gastrointestinal disorders,10017947.0
large intestinal stenosis,10074061.0,Gastrointestinal disorders,10017947.0
large intestinal ulcer,10023799.0,Gastrointestinal disorders,10017947.0
large intestine infection,10081959.0,Infections and infestations,10021881.0
large intestine perforation,10023804.0,Gastrointestinal disorders,10017947.0
large intestine polyp,10051589.0,Gastrointestinal disorders,10017947.0
laryngeal oedema,10023845.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
laryngitis,10023874.0,Infections and infestations,10021881.0
laryngopharyngitis,10061264.0,Infections and infestations,10021881.0
laziness,10051602.0,Psychiatric disorders,10037175.0
left atrial enlargement,10051860.0,Cardiac disorders,10007541.0
left ventricular dysfunction,10049694.0,Cardiac disorders,10007541.0
left ventricular hypertrophy,10049773.0,Cardiac disorders,10007541.0
legionella infection,10061266.0,Infections and infestations,10021881.0
leiomyoma,10024184.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
lentigo,10024217.0,Skin and subcutaneous tissue disorders,10040785.0
leprosy,10024229.0,Infections and infestations,10021881.0
lethargy,10024264.0,Nervous system disorders,10029205.0
leukaemia,10024288.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
leukaemia recurrent,10062489.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
leukocytosis,10024378.0,Blood and lymphatic system disorders,10005329.0
leukocyturia,10050791.0,Renal and urinary disorders,10038359.0
leukonychia,10050658.0,Skin and subcutaneous tissue disorders,10040785.0
leukopenia,10024384.0,Blood and lymphatic system disorders,10005329.0
leukoplakia oral,10024396.0,Gastrointestinal disorders,10017947.0
libido decreased,10024419.0,Psychiatric disorders,10037175.0
libido disorder,10061221.0,Psychiatric disorders,10037175.0
lichen planus,10024429.0,Skin and subcutaneous tissue disorders,10040785.0
lichenoid keratosis,10064000.0,Skin and subcutaneous tissue disorders,10040785.0
ligament disorder,10061222.0,Musculoskeletal and connective tissue disorders,10028395.0
ligament injury,10061223.0,"Injury, poisoning and procedural complications",10022117.0
ligament sprain,10024453.0,"Injury, poisoning and procedural complications",10022117.0
limb deformity,10053652.0,Musculoskeletal and connective tissue disorders,10028395.0
limb discomfort,10061224.0,Musculoskeletal and connective tissue disorders,10028395.0
limb injury,10061225.0,"Injury, poisoning and procedural complications",10022117.0
limb mass,10078503.0,Musculoskeletal and connective tissue disorders,10028395.0
lip and/or oral cavity cancer,10061523.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
lip blister,10049307.0,Gastrointestinal disorders,10017947.0
lip disorder,10048470.0,Gastrointestinal disorders,10017947.0
lip dry,10024552.0,Gastrointestinal disorders,10017947.0
lip exfoliation,10064482.0,Gastrointestinal disorders,10017947.0
lip haemorrhage,10049297.0,Gastrointestinal disorders,10017947.0
lip injury,10055082.0,"Injury, poisoning and procedural complications",10022117.0
lip pain,10024561.0,Gastrointestinal disorders,10017947.0
lip swelling,10024570.0,Gastrointestinal disorders,10017947.0
lip ulceration,10024572.0,Gastrointestinal disorders,10017947.0
lipase increased,10024574.0,Investigations,10022891.0
lipids abnormal,10024588.0,Investigations,10022891.0
lipids increased,10024592.0,Investigations,10022891.0
lipoedema,10063955.0,Metabolism and nutrition disorders,10027433.0
lipoma,10024612.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
listless,10024642.0,Psychiatric disorders,10037175.0
lithiasis,10081111.0,General disorders and administration site conditions,10018065.0
liver abscess,10024652.0,Infections and infestations,10021881.0
liver disorder,10024670.0,Hepatobiliary disorders,10019805.0
liver function test,10060105.0,Investigations,10022891.0
liver function test abnormal,10024690.0,Investigations,10022891.0
liver function test decreased,10077677.0,Investigations,10022891.0
liver function test increased,10077692.0,Investigations,10022891.0
liver function test normal,10060106.0,Investigations,10022891.0
liver injury,10067125.0,Hepatobiliary disorders,10019805.0
liver scan abnormal,10061947.0,Investigations,10022891.0
liver tenderness,10024712.0,Hepatobiliary disorders,10019805.0
localised infection,10024774.0,Infections and infestations,10021881.0
localised oedema,10048961.0,General disorders and administration site conditions,10018065.0
long qt syndrome,10024803.0,Cardiac disorders,10007541.0
loss of consciousness,10024855.0,Nervous system disorders,10029205.0
loss of libido,10024870.0,Psychiatric disorders,10037175.0
loss of personal independence in daily activities,10079487.0,Social circumstances,10041244.0
loss of visual contrast sensitivity,10064133.0,Eye disorders,10015919.0
low density lipoprotein increased,10024910.0,Investigations,10022891.0
low turnover osteopathy,10063000.0,Musculoskeletal and connective tissue disorders,10028395.0
lower gastrointestinal haemorrhage,10050953.0,Gastrointestinal disorders,10017947.0
lower limb fracture,10061599.0,"Injury, poisoning and procedural complications",10022117.0
lower respiratory tract congestion,10075565.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
lower respiratory tract infection,10024968.0,Infections and infestations,10021881.0
lower respiratory tract infection bacterial,10063890.0,Infections and infestations,10021881.0
lumbar spinal stenosis,10025005.0,Musculoskeletal and connective tissue disorders,10028395.0
lumbar vertebral fracture,10049947.0,"Injury, poisoning and procedural complications",10022117.0
lung abscess,10025028.0,Infections and infestations,10021881.0
lung adenocarcinoma,10025031.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
lung cancer metastatic,10050017.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
lung carcinoma cell type unspecified recurrent,10025065.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
lung carcinoma cell type unspecified stage ii,10025068.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
lung consolidation,10025080.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
lung cyst,10068749.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
lung disorder,10025082.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
lung hernia,10050292.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
lung hypoinflation,10076905.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
,,,
lung infiltration,10025102.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
lung neoplasm,10062042.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
lung neoplasm malignant,10058467.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
lung opacity,10081792.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
lung perforation,10076279.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
lupus-like syndrome,10050551.0,Musculoskeletal and connective tissue disorders,10028395.0
lyme disease,10025169.0,Infections and infestations,10021881.0
lymph gland infection,10050823.0,Infections and infestations,10021881.0
lymph node calcification,10056284.0,Blood and lymphatic system disorders,10005329.0
lymph node pain,10025182.0,Blood and lymphatic system disorders,10005329.0
lymph node palpable,10057470.0,Investigations,10022891.0
lymph nodes scan abnormal,10061949.0,Investigations,10022891.0
lymphadenitis,10025188.0,Blood and lymphatic system disorders,10005329.0
lymphadenopathy,10025197.0,Blood and lymphatic system disorders,10005329.0
lymphadenopathy mediastinal,10025205.0,Blood and lymphatic system disorders,10005329.0
lymphangioma,10025219.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
lymphangiosis carcinomatosa,10053132.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
lymphangitis,10025226.0,Infections and infestations,10021881.0
lymphatic disorder,10052314.0,Blood and lymphatic system disorders,10005329.0
lymphoblast count increased,10051605.0,Investigations,10022891.0
lymphocele,10048642.0,Vascular disorders,10047065.0
lymphocyte count,10025251.0,Investigations,10022891.0
lymphocyte count abnormal,10025252.0,Investigations,10022891.0
lymphocyte count decreased,10025256.0,Investigations,10022891.0
lymphocyte count increased,10025258.0,Investigations,10022891.0
lymphocyte morphology abnormal,10062047.0,Investigations,10022891.0
lymphocyte percentage abnormal,10063337.0,Investigations,10022891.0
lymphocyte percentage increased,10052232.0,Investigations,10022891.0
lymphocytosis,10025280.0,Blood and lymphatic system disorders,10005329.0
lymphoedema,10025282.0,Vascular disorders,10047065.0
lymphoma,10025310.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
lymphopenia,10025327.0,Blood and lymphatic system disorders,10005329.0
macrocytosis,10025382.0,Blood and lymphatic system disorders,10005329.0
macular degeneration,10025409.0,Eye disorders,10015919.0
macular oedema,10025415.0,Eye disorders,10015919.0
macule,10025421.0,Skin and subcutaneous tissue disorders,10040785.0
madarosis,10051235.0,Skin and subcutaneous tissue disorders,10040785.0
magnetic resonance imaging abnormal,10078224.0,Investigations,10022891.0
major depression,10057840.0,Psychiatric disorders,10037175.0
malaise,10025482.0,General disorders and administration site conditions,10018065.0
malignant ascites,10025538.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
malignant haemangiopericytoma,10025566.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
malignant lymphoid neoplasm,10061240.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
malignant mediastinal neoplasm,10061241.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
malignant melanoma,10025650.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
malignant neoplasm of pleura,10026351.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
malignant neoplasm of renal pelvis,10026426.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
malignant neoplasm of spinal cord,10026472.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
malignant neoplasm of thorax,10026532.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
,,,
malignant neoplasm progression,10051398.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
malignant peritoneal neoplasm,10061269.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
malignant pleural effusion,10026673.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
mallory-weiss syndrome,10026712.0,Gastrointestinal disorders,10017947.0
malnutrition,10061273.0,Metabolism and nutrition disorders,10027433.0
mammogram abnormal,10026736.0,Investigations,10022891.0
mania,10026749.0,Psychiatric disorders,10037175.0
manufacturing product shipping issue,10079432.0,Product issues,10077536.0
mass,10026865.0,General disorders and administration site conditions,10018065.0
mastectomy,10026878.0,Surgical and medical procedures,10042613.0
mastication disorder,10026882.0,Musculoskeletal and connective tissue disorders,10028395.0
mastitis,10026883.0,Infections and infestations,10021881.0
maternal exposure timing unspecified,10071415.0,"Injury, poisoning and procedural complications",10022117.0
mean cell haemoglobin,10026989.0,Investigations,10022891.0
mean cell haemoglobin concentration decreased,10026991.0,Investigations,10022891.0
mean cell haemoglobin concentration increased,10026992.0,Investigations,10022891.0
mean cell haemoglobin decreased,10026995.0,Investigations,10022891.0
mean cell haemoglobin increased,10026996.0,Investigations,10022891.0
mean cell volume,10026999.0,Investigations,10022891.0
mean cell volume abnormal,10027000.0,Investigations,10022891.0
mean cell volume decreased,10027002.0,Investigations,10022891.0
mean cell volume increased,10027004.0,Investigations,10022891.0
mean platelet volume decreased,10055053.0,Investigations,10022891.0
mean platelet volume increased,10055052.0,Investigations,10022891.0
mediastinal disorder,10061280.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
mediastinal mass,10027076.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
mediastinum neoplasm,10027086.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
medication error,10027091.0,"Injury, poisoning and procedural complications",10022117.0
medulloblastoma,10027107.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
medulloblastoma recurrent,10066594.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
melaena,10027141.0,Gastrointestinal disorders,10017947.0
melanocytic naevus,10027145.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
melorheostosis,10050284.0,Musculoskeletal and connective tissue disorders,10028395.0
memory impairment,10027175.0,Nervous system disorders,10029205.0
meningioma,10027191.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
meningitis,10027199.0,Infections and infestations,10021881.0
meningococcal sepsis,10027280.0,Infections and infestations,10021881.0
meningoencephalitis herpetic,10027285.0,Infections and infestations,10021881.0
meniscus injury,10072970.0,"Injury, poisoning and procedural complications",10022117.0
menopausal disorder,10058825.0,Reproductive system and breast disorders,10038604.0
menopausal symptoms,10027304.0,Reproductive system and breast disorders,10038604.0
menopause,10027308.0,Social circumstances,10041244.0
menstrual disorder,10027327.0,Reproductive system and breast disorders,10038604.0
menstruation irregular,10027339.0,Reproductive system and breast disorders,10038604.0
mental disorder,10061284.0,Psychiatric disorders,10037175.0
mental fatigue,10076757.0,Psychiatric disorders,10037175.0
mental impairment,10027374.0,Nervous system disorders,10029205.0
mental status changes,10048294.0,Psychiatric disorders,10037175.0
mesenteric artery thrombosis,10027397.0,Gastrointestinal disorders,10017947.0
metabolic acidosis,10027417.0,Metabolism and nutrition disorders,10027433.0
metabolic alkalosis,10027423.0,Metabolism and nutrition disorders,10027433.0
metabolic disorder,10058097.0,Metabolism and nutrition disorders,10027433.0
metastases to abdominal cavity,10027450.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to adrenals,10027451.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to biliary tract,10062195.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to bladder,10049722.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to bone,10027452.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to bone marrow,10051662.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to breast,10027454.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to central nervous system,10059282.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to chest wall,10051663.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to eye,10049724.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to fallopian tube,10049727.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to gastrointestinal tract,10062196.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to heart,10049717.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to kidney,10027455.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to liver,10027457.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to lung,10027458.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to lymph nodes,10027459.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to meninges,10051696.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to muscle,10049730.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to nasal sinuses,10051670.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to neck,10027460.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to nervous system,10061287.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to ovary,10027462.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to pancreas,10049721.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to pelvis,10070913.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to peripheral nervous system,10051674.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to peritoneum,10051676.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to pharynx,10051677.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to pleura,10027463.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to retroperitoneum,10051680.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to skin,10027465.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to soft tissue,10062197.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to spinal cord,10078267.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to spine,10027468.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to spleen,10051682.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to stomach,10049718.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to the mediastinum,10027469.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to thorax,10051684.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to thyroid,10049723.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to trachea,10051685.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to urinary tract,10056251.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastases to uterus,10049726.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastasis,10062194.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastatic gastric cancer,10063916.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastatic lymphoma,10071541.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
metastatic neoplasm,10061289.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
microangiopathic haemolytic anaemia,10027527.0,Blood and lymphatic system disorders,10005329.0
microangiopathy,10062198.0,Vascular disorders,10047065.0
micturition disorder,10027561.0,Renal and urinary disorders,10038359.0
micturition frequency decreased,10059042.0,Renal and urinary disorders,10038359.0
micturition urgency,10027566.0,Renal and urinary disorders,10038359.0
middle insomnia,10027590.0,Psychiatric disorders,10037175.0
migraine,10027599.0,Nervous system disorders,10029205.0
migraine with aura,10027607.0,Nervous system disorders,10029205.0
miliaria,10027627.0,Skin and subcutaneous tissue disorders,10040785.0
mineral deficiency,10061291.0,Metabolism and nutrition disorders,10027433.0
minimal residual disease,10079987.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
mite allergy,10077290.0,Immune system disorders,10021428.0
mitral valve disease,10061532.0,Cardiac disorders,10007541.0
mitral valve incompetence,10027727.0,Cardiac disorders,10007541.0
mitral valve prolapse,10027730.0,Cardiac disorders,10007541.0
mitral valve sclerosis,10051538.0,Cardiac disorders,10007541.0
mitral valve stenosis,10027733.0,Cardiac disorders,10007541.0
moaning,10027783.0,General disorders and administration site conditions,10018065.0
mobility decreased,10048334.0,Musculoskeletal and connective tissue disorders,10028395.0
monocyte count abnormal,10061293.0,Investigations,10022891.0
monocyte count decreased,10027878.0,Investigations,10022891.0
monocyte count increased,10027880.0,Investigations,10022891.0
monocyte percentage increased,10052230.0,Investigations,10022891.0
monocytopenia,10027905.0,Blood and lymphatic system disorders,10005329.0
monocytosis,10027906.0,Blood and lymphatic system disorders,10005329.0
monoparesis,10027925.0,Nervous system disorders,10029205.0
monoplegia,10027926.0,Nervous system disorders,10029205.0
mood altered,10027940.0,Psychiatric disorders,10037175.0
mood swings,10027951.0,Psychiatric disorders,10037175.0
morbid thoughts,10050464.0,Psychiatric disorders,10037175.0
morning sickness,10027975.0,"Pregnancy, puerperium and perinatal conditions",10036585.0
morton's neuralgia,10052288.0,Nervous system disorders,10029205.0
motion sickness,10027990.0,Ear and labyrinth disorders,10013993.0
motor dysfunction,10061296.0,Nervous system disorders,10029205.0
mouth haemorrhage,10028024.0,Gastrointestinal disorders,10017947.0
mouth injury,10049294.0,"Injury, poisoning and procedural complications",10022117.0
mouth swelling,10075203.0,Gastrointestinal disorders,10017947.0
mouth ulceration,10028034.0,Gastrointestinal disorders,10017947.0
movement disorder,10028035.0,Nervous system disorders,10029205.0
mucosal disorder,10082268.0,General disorders and administration site conditions,10018065.0
mucosal dryness,10028111.0,General disorders and administration site conditions,10018065.0
mucosal haemorrhage,10061298.0,General disorders and administration site conditions,10018065.0
mucosal hypertrophy,10079674.0,General disorders and administration site conditions,10018065.0
mucosal infection,10065764.0,Infections and infestations,10021881.0
mucosal inflammation,10028116.0,General disorders and administration site conditions,10018065.0
mucosal pain,10075187.0,General disorders and administration site conditions,10018065.0
mucous stools,10028140.0,Gastrointestinal disorders,10017947.0
multi-organ disorder,10058092.0,General disorders and administration site conditions,10018065.0
multiple fractures,10028200.0,"Injury, poisoning and procedural complications",10022117.0
multiple injuries,10028224.0,"Injury, poisoning and procedural complications",10022117.0
multiple organ dysfunction syndrome,10077361.0,General disorders and administration site conditions,10018065.0
multiple sclerosis,10028245.0,Nervous system disorders,10029205.0
multiple sclerosis relapse,10048393.0,Nervous system disorders,10029205.0
multiple system atrophy,10064060.0,Nervous system disorders,10029205.0
muscle abscess,10049206.0,Infections and infestations,10021881.0
muscle atrophy,10028289.0,Musculoskeletal and connective tissue disorders,10028395.0
muscle contractions involuntary,10028293.0,Nervous system disorders,10029205.0
muscle contracture,10062575.0,Musculoskeletal and connective tissue disorders,10028395.0
muscle discomfort,10028299.0,Musculoskeletal and connective tissue disorders,10028395.0
muscle disorder,10028300.0,Musculoskeletal and connective tissue disorders,10028395.0
muscle fatigue,10049565.0,Musculoskeletal and connective tissue disorders,10028395.0
muscle injury,10028314.0,"Injury, poisoning and procedural complications",10022117.0
muscle mass,10056720.0,Musculoskeletal and connective tissue disorders,10028395.0
muscle neoplasm,10070956.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
muscle rigidity,10028330.0,Musculoskeletal and connective tissue disorders,10028395.0
muscle rupture,10028331.0,"Injury, poisoning and procedural complications",10022117.0
muscle spasms,10028334.0,Musculoskeletal and connective tissue disorders,10028395.0
muscle strain,10050031.0,"Injury, poisoning and procedural complications",10022117.0
muscle strength abnormal,10082799.0,Investigations,10022891.0
muscle swelling,10064470.0,Musculoskeletal and connective tissue disorders,10028395.0
muscle tightness,10049816.0,Musculoskeletal and connective tissue disorders,10028395.0
muscle twitching,10028347.0,Musculoskeletal and connective tissue disorders,10028395.0
